key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_19.keys,key_resp_19.rt,key_resp_10.keys,key_resp_10.rt,mouse_prac.x,mouse_prac.y,mouse_prac.leftButton,mouse_prac.midButton,mouse_prac.rightButton,mouse_prac.clicked_name,similarity,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_catch_prac.x,mouse_catch_prac.y,mouse_catch_prac.leftButton,mouse_catch_prac.midButton,mouse_catch_prac.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,during_prac.thisRepN,during_prac.thisTrialN,during_prac.thisN,during_prac.thisIndex,during_prac.ran,trailimage1,trial1adress,trailimage2,trial2adress,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,response_time,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image1adress,image2,image2adress,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-87,-38,1,0,0,response5disk,1.238,-8,-2,1,0,0,rectangle,-8,-2,1,0,0,,3,"[104,45,151,89,48,128,62,129,35,39]",-8,-2,1,0,0,0,33,33,23,1,LightGreen,LightGreen.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-105,-40,1,0,0,response5disk,1.2716,-12,-7,1,0,0,rectangle,-59,-102,1,0,0,-1,-1,"[104,45,151,89,48,128,62,129,35,39]",2,6,1,0,0,0,34,34,57,1,DarkBlue,DarkBlue.jpg,Yellow,Yellow.jpg,response5disk_3,rectangle
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-82,-43,1,0,0,response5disk,1.5566,-4,6,1,0,0,rectangle,-4,6,1,0,0,-1,-1,"[104,45,151,89,48,128,62,129,35,39]",-4,6,1,0,0,0,35,35,72,1,DarkBlue,DarkBlue.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-96,-42,1,0,0,response5disk,2.1473,-4,1,1,0,0,rectangle,-4,1,1,0,0,-1,-2,"[104,45,151,89,48,128,62,129,35,39]",-4,1,1,0,0,0,36,36,74,1,Purple,Purple.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-64,107,1,0,0,response7disk,2.0257,-10,3,1,0,0,rectangle,-10,3,1,0,0,-1,2,"[104,45,151,89,48,128,62,129,35,39]",-10,3,1,0,0,0,37,37,59,1,Purple,Purple.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-111,47,1,0,0,response7disk,2.3565,1,7,1,0,0,rectangle,118,54,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",-3,7,1,0,0,0,38,38,25,1,DarkGreen,DarkGreen.jpg,Turquiose,Turquiose.jpg,response1disk_3,rectangle
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,-42,1,0,0,response5disk,1.5604,-7,3,1,0,0,rectangle,-7,3,1,0,0,3,-3,"[104,45,151,89,48,128,62,129,35,39]",-7,3,1,0,0,0,39,39,75,1,DarkBlue,DarkBlue.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-49,100,1,0,0,response7disk,1.3677,-4,-1,1,0,0,rectangle,-4,-1,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",-4,-1,1,0,0,0,40,40,65,1,Purple,Purple.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-48,120,1,0,0,response7disk,1.1318,-11,12,1,0,0,rectangle,-11,12,1,0,0,3,-2,"[104,45,151,89,48,128,62,129,35,39]",-11,12,1,0,0,0,41,41,2,1,Red,Red.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-64,87,1,0,0,response7disk,1.9516,-9,4,1,0,0,rectangle,-9,4,1,0,0,3,-1,"[104,45,151,89,48,128,62,129,35,39]",-9,4,1,0,0,0,42,42,13,1,Yellow,Yellow.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-45,112,1,0,0,response7disk,0.959,-6,10,1,0,0,rectangle,-6,10,1,0,0,3,2,"[104,45,151,89,48,128,62,129,35,39]",-6,10,1,0,0,0,43,43,40,1,DarkBlue,DarkBlue.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-69,117,1,0,0,response7disk,1.1095,-2,-3,1,0,0,rectangle,-102,40,1,0,0,-3,-3,"[104,45,151,89,48,128,62,129,35,39]",-9,-5,1,0,0,0,44,44,56,1,LightBlue,LightBlue.jpg,Yellow,Yellow.jpg,response7disk_3,rectangle
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-69,109,1,0,0,response7disk,1.3887,4,1,1,0,0,rectangle,4,1,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",4,1,1,0,0,0,45,45,53,1,LightGreen,LightGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-115,59,1,0,0,response7disk,1.41,-4,1,1,0,0,rectangle,-4,1,1,0,0,-3,-2,"[104,45,151,89,48,128,62,129,35,39]",-4,1,1,0,0,0,46,46,71,1,LightBlue,LightBlue.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-66,110,1,0,0,response7disk,1.155,-5,15,1,0,0,rectangle,46,-114,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-6,2,1,0,0,0,47,47,37,1,LightBlue,LightBlue.jpg,Pink,Pink.jpg,response3disk_3,rectangle
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-98,-29,1,0,0,response5disk,3.3957,-12,3,1,0,0,rectangle,-12,3,1,0,0,1,-4,"[104,45,151,89,48,128,62,129,35,39]",-12,3,1,0,0,0,48,48,79,1,Purple,Purple.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-110,42,1,0,0,response7disk,1.5384,-1,3,1,0,0,rectangle,-1,3,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",-1,3,1,0,0,0,49,49,63,1,DarkBlue,DarkBlue.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,40,1,0,0,response7disk,8.5139,1,7,1,0,0,rectangle,1,7,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",1,7,1,0,0,0,50,50,11,1,Yellow,Yellow.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,99,-30,1,0,0,response3disk,2.3028,3,11,1,0,0,rectangle,3,11,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",3,11,1,0,0,0,51,51,60,1,DarkGreen,DarkGreen.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-60,124,1,0,0,response7disk,1.4888,-9,3,1,0,0,rectangle,-9,3,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",-9,3,1,0,0,0,52,52,54,1,DarkGreen,DarkGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-96,-32,1,0,0,response5disk,2.5753,-8,0,1,0,0,rectangle,-8,0,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-8,0,1,0,0,0,53,53,27,1,DarkGreen,DarkGreen.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,56,-93,1,0,0,response3disk,2.798,-4,1,1,0,0,rectangle,-4,1,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",-4,1,1,0,0,0,54,54,1,1,Red,Red.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-108,-42,1,0,0,response5disk,2.8488,-7,-5,1,0,0,rectangle,-7,-5,1,0,0,1,-4,"[104,45,151,89,48,128,62,129,35,39]",-7,-5,1,0,0,0,55,55,66,1,Turquiose,Turquiose.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-69,110,1,0,0,response7disk,1.7899,-4,4,1,0,0,rectangle,-4,4,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",-4,4,1,0,0,0,56,56,64,1,Pink,Pink.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-96,-38,1,0,0,response5disk,2.5639,-7,2,1,0,0,rectangle,-7,2,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-7,2,1,0,0,0,57,57,20,1,LightGreen,LightGreen.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-107,53,1,0,0,response7disk,1.5058,0,8,1,0,0,rectangle,0,8,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",0,8,1,0,0,0,58,58,78,1,Pink,Pink.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-88,47,1,0,0,response7disk,2.2579,2,-2,1,0,0,rectangle,2,-2,1,0,0,1,-4,"[104,45,151,89,48,128,62,129,35,39]",2,-2,1,0,0,0,59,59,48,1,Turquiose,Turquiose.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,62,113,1,0,0,response1disk,1.2886,-2,8,1,0,0,rectangle,-2,8,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-2,8,1,0,0,0,60,60,0,1,Red,Red.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-112,49,1,0,0,response7disk,2.7433,-15,6,1,0,0,rectangle,-126,52,1,0,0,-3,-3,"[104,45,151,89,48,128,62,129,35,39]",-4,7,1,0,0,0,61,61,5,1,Red,Red.jpg,LightBlue,LightBlue.jpg,response7disk_3,rectangle
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-101,47,1,0,0,response7disk,1.2215,-5,3,1,0,0,rectangle,-5,3,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",-5,3,1,0,0,0,62,62,34,1,Turquiose,Turquiose.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,41,107,1,0,0,response1disk,0.9551,-1,3,1,0,0,rectangle,-1,3,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-1,3,1,0,0,0,63,63,17,1,LightGreen,LightGreen.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-102,-38,1,0,0,response5disk,2.6106,8,4,1,0,0,rectangle,8,4,1,0,0,-3,2,"[104,45,151,89,48,128,62,129,35,39]",8,4,1,0,0,0,64,64,3,1,Red,Red.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,54,1,0,0,response7disk,1.5722,-6,-2,1,0,0,rectangle,-6,-2,1,0,0,-3,-2,"[104,45,151,89,48,128,62,129,35,39]",-6,-2,1,0,0,0,65,65,43,1,Pink,Pink.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,100,-62,1,0,0,response3disk,2.3579,-2,11,1,0,0,rectangle,-2,11,1,0,0,-3,-1,"[104,45,151,89,48,128,62,129,35,39]",-2,11,1,0,0,0,66,66,45,1,Yellow,Yellow.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,116,30,1,0,0,response1disk,1.9747,-5,-2,1,0,0,rectangle,-5,-2,1,0,0,-3,2,"[104,45,151,89,48,128,62,129,35,39]",-5,-2,1,0,0,0,67,67,7,1,Red,Red.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-84,65,1,0,0,response7disk,3.4306,2,1,1,0,0,rectangle,2,1,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",2,1,1,0,0,0,68,68,10,1,Yellow,Yellow.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-109,44,1,0,0,response7disk,2.2032,1,-2,1,0,0,rectangle,1,-2,1,0,0,-3,-4,"[104,45,151,89,48,128,62,129,35,39]",1,-2,1,0,0,0,69,69,50,1,DarkBlue,DarkBlue.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-101,-35,1,0,0,response5disk,3.4508,-9,5,1,0,0,rectangle,-9,5,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-9,5,1,0,0,0,70,70,58,1,Pink,Pink.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-118,-41,1,0,0,response5disk,1.5219,-2,4,1,0,0,rectangle,-2,4,1,0,0,-3,-3,"[104,45,151,89,48,128,62,129,35,39]",-2,4,1,0,0,0,71,71,8,1,Red,Red.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,-35,1,0,0,response5disk,1.8176,-7,-2,1,0,0,rectangle,-7,-2,1,0,0,-3,-4,"[104,45,151,89,48,128,62,129,35,39]",-7,-2,1,0,0,0,72,72,46,1,LightGreen,LightGreen.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,51,110,1,0,0,response1disk,1.6341,3,2,1,0,0,rectangle,3,2,1,0,0,-3,-4,"[104,45,151,89,48,128,62,129,35,39]",3,2,1,0,0,0,73,73,39,1,DarkBlue,DarkBlue.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,84,-68,1,0,0,response3disk,2.2255,-2,2,1,0,0,rectangle,-2,2,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",-2,2,1,0,0,0,74,74,51,1,Pink,Pink.jpg,Red,Red.jpg,,
