key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_19.keys,key_resp_19.rt,key_resp_10.keys,key_resp_10.rt,mouse_prac.x,mouse_prac.y,mouse_prac.leftButton,mouse_prac.midButton,mouse_prac.rightButton,mouse_prac.clicked_name,similarity,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_catch_prac.x,mouse_catch_prac.y,mouse_catch_prac.leftButton,mouse_catch_prac.midButton,mouse_catch_prac.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,during_prac.thisRepN,during_prac.thisTrialN,during_prac.thisN,during_prac.thisIndex,during_prac.ran,trailimage1,trial1adress,trailimage2,trial2adress,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,response_time,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image1adress,image2,image2adress,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-86,-39,1,0,0,response5disk,2.4252,-6,-1,1,0,0,rectangle,-6,-1,1,0,0,-3,-1,"[104,45,151,89,48,128,62,129,35,39]",-6,-1,1,0,0,0,75,75,41,1,DarkBlue,DarkBlue.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,60,113,1,0,0,response1disk,1.0831,3,3,1,0,0,rectangle,3,3,1,0,0,-3,-2,"[104,45,151,89,48,128,62,129,35,39]",3,3,1,0,0,0,76,76,30,1,Turquiose,Turquiose.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-103,-45,1,0,0,response5disk,3.5584,-4,3,1,0,0,rectangle,-4,3,1,0,0,-3,-2,"[104,45,151,89,48,128,62,129,35,39]",-4,3,1,0,0,0,77,77,33,1,Turquiose,Turquiose.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-95,-39,1,0,0,response5disk,1.355,4,-1,1,0,0,rectangle,4,-1,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",4,-1,1,0,0,0,78,78,70,1,Purple,Purple.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-106,-39,1,0,0,response5disk,1.0539,0,0,1,0,0,rectangle,0,0,1,0,0,-3,2,"[104,45,151,89,48,128,62,129,35,39]",0,0,1,0,0,0,79,79,12,1,Yellow,Yellow.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-92,47,1,0,0,response7disk,1.3723,0,4,1,0,0,rectangle,0,4,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",0,4,1,0,0,0,80,80,47,1,DarkGreen,DarkGreen.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-80,90,1,0,0,response7disk,1.1371,-4,12,1,0,0,rectangle,-4,12,1,0,0,-3,-3,"[104,45,151,89,48,128,62,129,35,39]",-4,12,1,0,0,1,0,81,10,1,Yellow,Yellow.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-98,-35,1,0,0,response5disk,1.9229,-9,1,1,0,0,rectangle,-9,1,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-9,1,1,0,0,1,1,82,74,1,Purple,Purple.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-109,-24,1,0,0,response5disk,1.8224,-10,7,1,0,0,rectangle,-10,7,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",-10,7,1,0,0,1,2,83,67,1,LightBlue,LightBlue.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-99,-37,1,0,0,response5disk,1.2372,-13,7,1,0,0,rectangle,-13,7,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-13,7,1,0,0,1,3,84,65,1,Purple,Purple.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,102,-45,1,0,0,response3disk,1.8896,-6,4,1,0,0,rectangle,-6,4,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-6,4,1,0,0,1,4,85,58,1,Pink,Pink.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-102,-41,1,0,0,response5disk,1.8228,9,0,1,0,0,rectangle,9,0,1,0,0,-3,3,"[104,45,151,89,48,128,62,129,35,39]",9,0,1,0,0,1,5,86,14,1,Yellow,Yellow.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,63,-80,1,0,0,response3disk,2.7099,-7,3,1,0,0,rectangle,-7,3,1,0,0,-3,1,"[104,45,151,89,48,128,62,129,35,39]",-7,3,1,0,0,1,6,87,27,1,DarkGreen,DarkGreen.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,68,1,0,0,response7disk,1.7562,8,5,1,0,0,rectangle,47,-99,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-6,1,1,0,0,1,7,88,33,1,Turquiose,Turquiose.jpg,Pink,Pink.jpg,response3disk_3,rectangle
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-88,44,1,0,0,response7disk,1.8244,1,-7,1,0,0,rectangle,1,-7,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",1,-7,1,0,0,1,8,89,53,1,LightGreen,LightGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-59,95,1,0,0,response7disk,2.9938,-9,10,1,0,0,rectangle,-9,10,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",-9,10,1,0,0,1,9,90,5,1,Red,Red.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-62,106,1,0,0,response7disk,1.0374,-8,1,1,0,0,rectangle,-8,1,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",-8,1,1,0,0,1,10,91,28,1,DarkGreen,DarkGreen.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,42,-96,1,0,0,response3disk,1.7896,-3,5,1,0,0,rectangle,-3,5,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",-3,5,1,0,0,1,11,92,26,1,DarkGreen,DarkGreen.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,-40,1,0,0,response5disk,1.9407,-13,-5,1,0,0,rectangle,-13,-5,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",-13,-5,1,0,0,1,12,93,59,1,Purple,Purple.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,98,-59,1,0,0,response3disk,2.0235,0,0,1,0,0,rectangle,0,0,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",0,0,1,0,0,1,13,94,31,1,Turquiose,Turquiose.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,46,-95,1,0,0,response3disk,1.5882,-7,-7,1,0,0,rectangle,-7,-7,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",-7,-7,1,0,0,1,14,95,19,1,LightGreen,LightGreen.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-62,-88,1,0,0,response5disk,2.5254,1,-10,1,0,0,rectangle,1,-10,1,0,0,1,-1,"[104,45,151,89,48,128,62,129,35,39]",1,-10,1,0,0,1,15,96,6,1,Red,Red.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-85,-40,1,0,0,response5disk,3.697,0,-1,1,0,0,rectangle,0,-1,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",0,-1,1,0,0,1,16,97,73,1,Pink,Pink.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-95,38,1,0,0,response7disk,1.1374,-5,-4,1,0,0,rectangle,-5,-4,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",-5,-4,1,0,0,1,17,98,54,1,DarkGreen,DarkGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-89,46,1,0,0,response7disk,5.0006,7,-4,1,0,0,rectangle,7,-4,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",7,-4,1,0,0,1,18,99,13,1,Yellow,Yellow.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-95,51,1,0,0,response7disk,1.2535,2,12,1,0,0,rectangle,2,12,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",2,12,1,0,0,1,19,100,55,1,Turquiose,Turquiose.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,110,51,1,0,0,response1disk,1.9578,-2,-1,1,0,0,rectangle,-2,-1,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",-2,-1,1,0,0,1,20,101,7,1,Red,Red.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-106,-32,1,0,0,response5disk,1.1715,2,4,1,0,0,rectangle,2,4,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",2,4,1,0,0,1,21,102,37,1,LightBlue,LightBlue.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,73,-86,1,0,0,response3disk,2.5415,-16,-6,1,0,0,rectangle,126,55,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",2,-2,1,0,0,1,22,103,32,1,Turquiose,Turquiose.jpg,DarkBlue,DarkBlue.jpg,response1disk_3,rectangle
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-102,50,1,0,0,response7disk,1.4695,-2,-4,1,0,0,rectangle,-2,-4,1,0,0,3,-4,"[104,45,151,89,48,128,62,129,35,39]",-2,-4,1,0,0,1,23,104,49,1,LightBlue,LightBlue.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,124,53,1,0,0,response1disk,1.3548,10,1,1,0,0,rectangle,10,1,1,0,0,3,-2,"[104,45,151,89,48,128,62,129,35,39]",10,1,1,0,0,1,24,105,77,1,Purple,Purple.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-65,121,1,0,0,response7disk,2.9099,-4,9,1,0,0,rectangle,-4,9,1,0,0,3,-4,"[104,45,151,89,48,128,62,129,35,39]",-4,9,1,0,0,1,25,106,47,1,DarkGreen,DarkGreen.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,109,63,1,0,0,response1disk,1.3035,6,9,1,0,0,rectangle,6,9,1,0,0,3,-1,"[104,45,151,89,48,128,62,129,35,39]",6,9,1,0,0,1,26,107,51,1,Pink,Pink.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-101,-34,1,0,0,response5disk,1.7561,-2,0,1,0,0,rectangle,-2,0,1,0,0,3,2,"[104,45,151,89,48,128,62,129,35,39]",-2,0,1,0,0,1,27,108,36,1,LightBlue,LightBlue.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,101,-51,1,0,0,response3disk,1.489,-1,-6,1,0,0,rectangle,-1,-6,1,0,0,3,-4,"[104,45,151,89,48,128,62,129,35,39]",-1,-6,1,0,0,1,28,109,63,1,DarkBlue,DarkBlue.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-43,-91,1,0,0,response5disk,3.2285,0,-1,1,0,0,rectangle,0,-1,1,0,0,3,-4,"[104,45,151,89,48,128,62,129,35,39]",0,-1,1,0,0,1,29,110,72,1,DarkBlue,DarkBlue.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,108,53,1,0,0,response1disk,1.2538,4,-1,1,0,0,rectangle,4,-1,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",4,-1,1,0,0,1,30,111,18,1,LightGreen,LightGreen.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,100,-49,1,0,0,response3disk,2.5081,0,7,1,0,0,rectangle,0,7,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",0,7,1,0,0,1,31,112,45,1,Yellow,Yellow.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-106,-41,1,0,0,response5disk,1.3716,-1,-3,1,0,0,rectangle,-1,-3,1,0,0,3,1,"[104,45,151,89,48,128,62,129,35,39]",-1,-3,1,0,0,1,32,113,64,1,Pink,Pink.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-89,49,1,0,0,response7disk,1.0548,-8,12,1,0,0,rectangle,-8,12,1,0,0,3,-4,"[104,45,151,89,48,128,62,129,35,39]",-8,12,1,0,0,1,33,114,4,1,Red,Red.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-95,39,1,0,0,response7disk,1.373,-5,-3,1,0,0,rectangle,-5,-3,1,0,0,3,-2,"[104,45,151,89,48,128,62,129,35,39]",-5,-3,1,0,0,1,34,115,69,1,Pink,Pink.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,49,112,1,0,0,response1disk,1.1723,-6,1,1,0,0,rectangle,-6,1,1,0,0,3,-1,"[104,45,151,89,48,128,62,129,35,39]",-6,1,1,0,0,1,35,116,0,1,Red,Red.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-47,-78,1,0,0,response5disk,2.4252,8,1,1,0,0,rectangle,8,1,1,0,0,3,-3,"[104,45,151,89,48,128,62,129,35,39]",8,1,1,0,0,1,36,117,25,1,DarkGreen,DarkGreen.jpg,Turquiose,Turquiose.jpg,,
