key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_19.keys,key_resp_19.rt,key_resp_10.keys,key_resp_10.rt,mouse_prac.x,mouse_prac.y,mouse_prac.leftButton,mouse_prac.midButton,mouse_prac.rightButton,mouse_prac.clicked_name,similarity,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_catch_prac.x,mouse_catch_prac.y,mouse_catch_prac.leftButton,mouse_catch_prac.midButton,mouse_catch_prac.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,during_prac.thisRepN,during_prac.thisTrialN,during_prac.thisN,during_prac.thisIndex,during_prac.ran,trailimage1,trial1adress,trailimage2,trial2adress,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,response_time,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image1adress,image2,image2adress,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,40,-92,1,0,0,response3disk,1.406,-2,0,1,0,0,rectangle,-2,0,1,0,0,3,3,"[104,45,151,89,48,128,62,129,35,39]",-2,0,1,0,0,1,37,118,62,1,LightBlue,LightBlue.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-69,107,1,0,0,response7disk,1.523,-21,11,1,0,0,rectangle,-21,11,1,0,0,3,1,"[104,45,151,89,48,128,62,129,35,39]",-21,11,1,0,0,1,38,119,3,1,Red,Red.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,63,-93,1,0,0,response3disk,1.1371,9,7,1,0,0,rectangle,9,7,1,0,0,3,-3,"[104,45,151,89,48,128,62,129,35,39]",9,7,1,0,0,1,39,120,75,1,DarkBlue,DarkBlue.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-78,-41,1,0,0,response5disk,3.8628,12,-2,1,0,0,rectangle,12,-2,1,0,0,3,-3,"[104,45,151,89,48,128,62,129,35,39]",12,-2,1,0,0,1,40,121,29,1,DarkGreen,DarkGreen.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-110,-44,1,0,0,response5disk,1.8241,-8,1,1,0,0,rectangle,-8,1,1,0,0,3,-3,"[104,45,151,89,48,128,62,129,35,39]",-8,1,1,0,0,1,41,122,57,1,DarkBlue,DarkBlue.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-96,-37,1,0,0,response5disk,1.1883,-16,-3,1,0,0,rectangle,-16,-3,1,0,0,3,-2,"[104,45,151,89,48,128,62,129,35,39]",-16,-3,1,0,0,1,42,123,76,1,Pink,Pink.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-89,-43,1,0,0,response5disk,0.8192,3,-7,1,0,0,rectangle,3,-7,1,0,0,3,-2,"[104,45,151,89,48,128,62,129,35,39]",3,-7,1,0,0,1,43,124,12,1,Yellow,Yellow.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-92,-41,1,0,0,response5disk,3.3787,-15,-4,1,0,0,rectangle,-15,-4,1,0,0,3,2,"[104,45,151,89,48,128,62,129,35,39]",-15,-4,1,0,0,1,44,125,40,1,DarkBlue,DarkBlue.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-97,-36,1,0,0,response5disk,1.0029,-12,0,1,0,0,rectangle,-12,0,1,0,0,3,-1,"[104,45,151,89,48,128,62,129,35,39]",-12,0,1,0,0,1,45,126,70,1,Purple,Purple.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-100,-36,1,0,0,response5disk,0.8864,-3,-1,1,0,0,rectangle,124,-34,1,0,0,2,2,"[104,45,151,89,48,128,62,129,35,39]",-7,1,1,0,0,1,46,127,15,1,Yellow,Yellow.jpg,Pink,Pink.jpg,response3disk_3,rectangle
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-90,-39,1,0,0,response5disk,1.1537,-9,0,1,0,0,rectangle,-57,-101,1,0,0,-1,-1,"[104,45,151,89,48,128,62,129,35,39]",-3,-3,1,0,0,1,47,128,23,1,LightGreen,LightGreen.jpg,Purple,Purple.jpg,response5disk_3,rectangle
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,35,-111,1,0,0,response3disk,1.5384,-2,-2,1,0,0,rectangle,-2,-2,1,0,0,-1,-4,"[104,45,151,89,48,128,62,129,35,39]",-2,-2,1,0,0,1,48,129,66,1,Turquiose,Turquiose.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-47,-91,1,0,0,response5disk,4.0599,1,1,1,0,0,rectangle,1,1,1,0,0,-1,-4,"[104,45,151,89,48,128,62,129,35,39]",1,1,1,0,0,1,49,130,61,1,Turquiose,Turquiose.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-88,48,1,0,0,response7disk,3.3666,6,6,1,0,0,rectangle,6,6,1,0,0,-1,1,"[104,45,151,89,48,128,62,129,35,39]",6,6,1,0,0,1,50,131,48,1,Turquiose,Turquiose.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,53,-93,1,0,0,response3disk,1.8954,0,-2,1,0,0,rectangle,0,-2,1,0,0,-1,-4,"[104,45,151,89,48,128,62,129,35,39]",0,-2,1,0,0,1,51,132,80,1,Purple,Purple.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-95,50,1,0,0,response7disk,1.9691,-1,-2,1,0,0,rectangle,-1,-2,1,0,0,-1,-3,"[104,45,151,89,48,128,62,129,35,39]",-1,-2,1,0,0,1,52,133,56,1,LightBlue,LightBlue.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,115,56,1,0,0,response1disk,1.1762,2,6,1,0,0,rectangle,2,6,1,0,0,-1,2,"[104,45,151,89,48,128,62,129,35,39]",2,6,1,0,0,1,53,134,60,1,DarkGreen,DarkGreen.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,63,130,1,0,0,response1disk,1.0041,4,10,1,0,0,rectangle,4,10,1,0,0,-1,3,"[104,45,151,89,48,128,62,129,35,39]",4,10,1,0,0,1,54,135,17,1,LightGreen,LightGreen.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-33,-76,1,0,0,response5disk,1.4427,12,5,1,0,0,rectangle,12,5,1,0,0,-1,-2,"[104,45,151,89,48,128,62,129,35,39]",12,5,1,0,0,1,55,136,34,1,Turquiose,Turquiose.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,54,-94,1,0,0,response3disk,1.2881,-2,-5,1,0,0,rectangle,-2,-5,1,0,0,-1,1,"[104,45,151,89,48,128,62,129,35,39]",-2,-5,1,0,0,1,56,137,68,1,DarkBlue,DarkBlue.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,53,109,1,0,0,response1disk,1.1203,2,2,1,0,0,rectangle,2,2,1,0,0,-1,2,"[104,45,151,89,48,128,62,129,35,39]",2,2,1,0,0,1,57,138,42,1,Pink,Pink.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-41,-88,1,0,0,response5disk,1.455,1,4,1,0,0,rectangle,1,4,1,0,0,-1,-3,"[104,45,151,89,48,128,62,129,35,39]",1,4,1,0,0,1,58,139,20,1,LightGreen,LightGreen.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,58,119,1,0,0,response1disk,0.9746,-8,-14,1,0,0,rectangle,-8,-14,1,0,0,-1,3,"[104,45,151,89,48,128,62,129,35,39]",-8,-14,1,0,0,1,59,140,35,1,LightBlue,LightBlue.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-36,-70,1,0,0,response5disk,1.7512,3,1,1,0,0,rectangle,3,1,1,0,0,-1,2,"[104,45,151,89,48,128,62,129,35,39]",3,1,1,0,0,1,60,141,8,1,Red,Red.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-96,55,1,0,0,response7disk,1.2092,-6,1,1,0,0,rectangle,-6,1,1,0,0,-1,-1,"[104,45,151,89,48,128,62,129,35,39]",-6,1,1,0,0,1,61,142,11,1,Yellow,Yellow.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-99,34,1,0,0,response7disk,1.8287,-16,-4,1,0,0,rectangle,-16,-4,1,0,0,-1,-3,"[104,45,151,89,48,128,62,129,35,39]",-16,-4,1,0,0,1,62,143,16,1,Yellow,Yellow.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-84,55,1,0,0,response7disk,0.8699,-5,2,1,0,0,rectangle,-5,2,1,0,0,-1,2,"[104,45,151,89,48,128,62,129,35,39]",-5,2,1,0,0,1,63,144,43,1,Pink,Pink.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-105,-40,1,0,0,response5disk,3.061,4,0,1,0,0,rectangle,4,0,1,0,0,-1,-2,"[104,45,151,89,48,128,62,129,35,39]",4,0,1,0,0,1,64,145,78,1,Pink,Pink.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,59,-86,1,0,0,response3disk,2.0067,-1,-2,1,0,0,rectangle,-1,-2,1,0,0,-1,-3,"[104,45,151,89,48,128,62,129,35,39]",-1,-2,1,0,0,1,65,146,41,1,DarkBlue,DarkBlue.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,83,-39,1,0,0,response3disk,1.1768,4,-5,1,0,0,rectangle,4,-5,1,0,0,-1,1,"[104,45,151,89,48,128,62,129,35,39]",4,-5,1,0,0,1,66,147,38,1,LightBlue,LightBlue.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,94,-48,1,0,0,response3disk,2.6541,-5,1,1,0,0,rectangle,-5,1,1,0,0,-1,-1,"[104,45,151,89,48,128,62,129,35,39]",-5,1,1,0,0,1,67,148,1,1,Red,Red.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,50,107,1,0,0,response1disk,0.9035,-11,5,1,0,0,rectangle,-11,5,1,0,0,-1,-2,"[104,45,151,89,48,128,62,129,35,39]",-11,5,1,0,0,1,68,149,24,1,DarkGreen,DarkGreen.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-102,-39,1,0,0,response5disk,1.0652,-9,-3,1,0,0,rectangle,55,-115,1,0,0,1,1,"[104,45,151,89,48,128,62,129,35,39]",-8,-1,1,0,0,1,69,150,52,1,Purple,Purple.jpg,Red,Red.jpg,response3disk_3,rectangle
,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-60,-97,1,0,0,response5disk,5.7884,2,-1,1,0,0,rectangle,2,-1,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",2,-1,1,0,0,1,70,151,21,1,LightGreen,LightGreen.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-87,41,1,0,0,response7disk,1.3719,7,-14,1,0,0,rectangle,7,-14,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",7,-14,1,0,0,1,71,152,46,1,LightGreen,LightGreen.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,93,-44,1,0,0,response3disk,1.4383,-11,6,1,0,0,rectangle,-11,6,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",-11,6,1,0,0,1,72,153,71,1,LightBlue,LightBlue.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-116,65,1,0,0,response7disk,0.9313,-14,-5,1,0,0,rectangle,-14,-5,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",-14,-5,1,0,0,1,73,154,22,1,LightGreen,LightGreen.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,35,102,1,0,0,response1disk,1.021,8,18,1,0,0,rectangle,8,18,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",8,18,1,0,0,1,74,155,39,1,DarkBlue,DarkBlue.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-85,53,1,0,0,response7disk,1.121,-2,9,1,0,0,rectangle,-2,9,1,0,0,1,3,"[104,45,151,89,48,128,62,129,35,39]",-2,9,1,0,0,1,75,156,50,1,DarkBlue,DarkBlue.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-73,113,1,0,0,response7disk,1.4549,-7,11,1,0,0,rectangle,-7,11,1,0,0,1,-2,"[104,45,151,89,48,128,62,129,35,39]",-7,11,1,0,0,1,76,157,2,1,Red,Red.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,62,117,1,0,0,response1disk,0.9072,2,16,1,0,0,rectangle,2,16,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",2,16,1,0,0,1,77,158,44,1,Purple,Purple.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,63,111,1,0,0,response1disk,0.7471,9,1,1,0,0,rectangle,9,1,1,0,0,1,-4,"[104,45,151,89,48,128,62,129,35,39]",9,1,1,0,0,1,78,159,30,1,Turquiose,Turquiose.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,-89,-23,1,0,0,response5disk,1.421,-6,-9,1,0,0,rectangle,-6,-9,1,0,0,1,-3,"[104,45,151,89,48,128,62,129,35,39]",-6,-9,1,0,0,1,79,160,79,1,Purple,Purple.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfdbf81f8ff8a00157310e0,001,2021-12-06_04h15.52.375,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.87665409,5cfdbf81f8ff8a00157310e0,61ad71e11ddd29ccf7a27d5b,61ad72130e928d771ea13c22,,,46,111,1,0,0,response1disk,0.8307,7,10,1,0,0,rectangle,7,10,1,0,0,1,2,"[104,45,151,89,48,128,62,129,35,39]",7,10,1,0,0,1,80,161,9,1,Yellow,Yellow.jpg,Yellow,Yellow.jpg,,
