key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_19.keys,key_resp_19.rt,key_resp_10.keys,key_resp_10.rt,mouse_prac.x,mouse_prac.y,mouse_prac.leftButton,mouse_prac.midButton,mouse_prac.rightButton,mouse_prac.clicked_name,similarity,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_catch_prac.x,mouse_catch_prac.y,mouse_catch_prac.leftButton,mouse_catch_prac.midButton,mouse_catch_prac.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,during_prac.thisRepN,during_prac.thisTrialN,during_prac.thisN,during_prac.thisIndex,during_prac.ran,trailimage1,trial1adress,trailimage2,trial2adress,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,mouse_catch_prac.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,response_time,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image1adress,image2,image2adress,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-62,43,1,0,0,response7disk,0.68,2,1,1,0,0,rectangle,-29,-91,1,0,0,-1,-1,"[67,149,146,12,61,97,123,39,76,99]",6,-19,1,0,0,0,75,75,66,1,Turquiose,Turquiose.jpg,DarkGreen,DarkGreen.jpg,response5disk_3,rectangle
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,95,27,1,0,0,response1disk,1.419,-11,9,1,0,0,rectangle,-11,9,1,0,0,-1,1,"[67,149,146,12,61,97,123,39,76,99]",-11,9,1,0,0,0,76,76,41,1,DarkBlue,DarkBlue.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,29,90,1,0,0,response1disk,0.782,-9,-4,1,0,0,rectangle,-9,-4,1,0,0,-1,3,"[67,149,146,12,61,97,123,39,76,99]",-9,-4,1,0,0,0,77,77,0,1,Red,Red.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,39,74,1,0,0,response1disk,0.797,3,-10,1,0,0,rectangle,3,-10,1,0,0,-1,1,"[67,149,146,12,61,97,123,39,76,99]",3,-10,1,0,0,0,78,78,15,1,Yellow,Yellow.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-62,61,1,0,0,response7disk,1.592,-3,19,1,0,0,rectangle,-3,19,1,0,0,-1,2,"[67,149,146,12,61,97,123,39,76,99]",-3,19,1,0,0,0,79,79,26,1,DarkGreen,DarkGreen.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-58,79,1,0,0,response7disk,0.962,-23,21,1,0,0,rectangle,-23,21,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",-23,21,1,0,0,0,80,80,12,1,Yellow,Yellow.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,97,54,1,0,0,response1disk,0.885,9,0,1,0,0,rectangle,9,0,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",9,0,1,0,0,1,0,81,60,1,DarkGreen,DarkGreen.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-112,-46,1,0,0,response5disk,1.386,7,3,1,0,0,rectangle,7,3,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",7,3,1,0,0,1,1,82,48,1,Turquiose,Turquiose.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-95,33,1,0,0,response7disk,1.519,0,-5,1,0,0,rectangle,0,-5,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",0,-5,1,0,0,1,2,83,46,1,LightGreen,LightGreen.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,51,114,1,0,0,response1disk,0.752,4,20,1,0,0,rectangle,4,20,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",4,20,1,0,0,1,3,84,42,1,Pink,Pink.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-64,72,1,0,0,response7disk,1.107,2,10,1,0,0,rectangle,2,10,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",2,10,1,0,0,1,4,85,14,1,Yellow,Yellow.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-64,69,1,0,0,response7disk,1.268,-14,6,1,0,0,rectangle,-14,6,1,0,0,-3,-1,"[67,149,146,12,61,97,123,39,76,99]",-14,6,1,0,0,1,5,86,23,1,LightGreen,LightGreen.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-86,51,1,0,0,response7disk,0.866,2,-16,1,0,0,rectangle,2,-16,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",2,-16,1,0,0,1,6,87,66,1,Turquiose,Turquiose.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,106,65,1,0,0,response1disk,1.184,20,-1,1,0,0,rectangle,20,-1,1,0,0,-3,3,"[67,149,146,12,61,97,123,39,76,99]",20,-1,1,0,0,1,7,88,58,1,Pink,Pink.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,79,49,1,0,0,response1disk,1.182,-5,-4,1,0,0,rectangle,-5,-4,1,0,0,-3,-4,"[67,149,146,12,61,97,123,39,76,99]",-5,-4,1,0,0,1,8,89,72,1,DarkBlue,DarkBlue.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-43,36,1,0,0,response7disk,2.492,-12,4,1,0,0,rectangle,-12,4,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",-12,4,1,0,0,1,9,90,13,1,Yellow,Yellow.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-57,92,1,0,0,response7disk,1.214,-4,2,1,0,0,rectangle,-4,2,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",-4,2,1,0,0,1,10,91,26,1,DarkGreen,DarkGreen.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-64,30,1,0,0,response7disk,0.935,-13,-9,1,0,0,rectangle,-13,-9,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",-13,-9,1,0,0,1,11,92,4,1,Red,Red.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-53,107,1,0,0,response7disk,1.908,-11,7,1,0,0,rectangle,-11,7,1,0,0,-3,3,"[67,149,146,12,61,97,123,39,76,99]",-11,7,1,0,0,1,12,93,53,1,LightGreen,LightGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,67,62,1,0,0,response1disk,0.578,18,20,1,0,0,rectangle,18,20,1,0,0,4,-2,"[67,149,146,12,61,97,123,39,76,99]",18,20,1,0,0,1,13,94,0,1,Red,Red.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-71,19,1,0,0,response7disk,1.751,-8,-7,1,0,0,rectangle,-8,-7,1,0,0,4,-4,"[67,149,146,12,61,97,123,39,76,99]",-8,-7,1,0,0,1,14,95,69,1,Pink,Pink.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-30,102,1,0,0,response7disk,1.138,1,11,1,0,0,rectangle,-85,30,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",4,13,1,0,0,1,15,96,5,1,Red,Red.jpg,LightBlue,LightBlue.jpg,response7disk_3,rectangle
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,38,75,1,0,0,response1disk,1.071,23,4,1,0,0,rectangle,23,4,1,0,0,-3,-2,"[67,149,146,12,61,97,123,39,76,99]",23,4,1,0,0,1,16,97,9,1,Yellow,Yellow.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,43,89,1,0,0,response1disk,0.749,18,5,1,0,0,rectangle,-85,44,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",-13,18,1,0,0,1,17,98,24,1,DarkGreen,DarkGreen.jpg,DarkGreen,DarkGreen.jpg,response7disk_3,rectangle
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,33,30,1,0,0,response1disk,0.876,-8,-14,1,0,0,rectangle,-8,-14,1,0,0,-3,-2,"[67,149,146,12,61,97,123,39,76,99]",-8,-14,1,0,0,1,18,99,2,1,Red,Red.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-56,84,1,0,0,response7disk,0.935,-2,-3,1,0,0,rectangle,-2,-3,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",-2,-3,1,0,0,1,19,100,61,1,Turquiose,Turquiose.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-31,85,1,0,0,response7disk,0.773,12,17,1,0,0,rectangle,12,17,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",12,17,1,0,0,1,20,101,50,1,DarkBlue,DarkBlue.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-38,85,1,0,0,response7disk,0.568,13,0,1,0,0,rectangle,13,0,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",13,0,1,0,0,1,21,102,57,1,DarkBlue,DarkBlue.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-69,84,1,0,0,response7disk,0.752,-1,-5,1,0,0,rectangle,-1,-5,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",-1,-5,1,0,0,1,22,103,78,1,Pink,Pink.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-68,46,1,0,0,response7disk,0.994,-4,-4,1,0,0,rectangle,-4,-4,1,0,0,-3,3,"[67,149,146,12,61,97,123,39,76,99]",-4,-4,1,0,0,1,23,104,16,1,Yellow,Yellow.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-67,45,1,0,0,response7disk,0.868,15,-17,1,0,0,rectangle,15,-17,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",15,-17,1,0,0,1,24,105,54,1,DarkGreen,DarkGreen.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,52,91,1,0,0,response1disk,0.607,6,0,1,0,0,rectangle,6,0,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",6,0,1,0,0,1,25,106,30,1,Turquiose,Turquiose.jpg,Turquiose,Turquiose.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-62,67,1,0,0,response7disk,1.062,-8,-22,1,0,0,rectangle,-8,-22,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",-8,-22,1,0,0,1,26,107,55,1,Turquiose,Turquiose.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,83,-33,1,0,0,response3disk,1.854,-13,8,1,0,0,rectangle,-13,8,1,0,0,-3,-2,"[67,149,146,12,61,97,123,39,76,99]",-13,8,1,0,0,1,27,108,32,1,Turquiose,Turquiose.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-60,47,1,0,0,response7disk,1.221,0,-1,1,0,0,rectangle,0,-1,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",0,-1,1,0,0,1,28,109,62,1,LightBlue,LightBlue.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,88,41,1,0,0,response1disk,1.063,-2,5,1,0,0,rectangle,-2,5,1,0,0,-3,3,"[67,149,146,12,61,97,123,39,76,99]",-2,5,1,0,0,1,29,110,51,1,Pink,Pink.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,60,22,1,0,0,response1disk,0.928,4,-18,1,0,0,rectangle,4,-18,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",4,-18,1,0,0,1,30,111,7,1,Red,Red.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,42,81,1,0,0,response1disk,0.937,-3,12,1,0,0,rectangle,-3,12,1,0,0,-3,1,"[67,149,146,12,61,97,123,39,76,99]",-3,12,1,0,0,1,31,112,77,1,Purple,Purple.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,28,57,1,0,0,response1disk,0.512,-11,-13,1,0,0,rectangle,-11,-13,1,0,0,-3,-2,"[67,149,146,12,61,97,123,39,76,99]",-11,-13,1,0,0,1,32,113,35,1,LightBlue,LightBlue.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,37,67,1,0,0,response1disk,0.727,5,6,1,0,0,rectangle,5,6,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",5,6,1,0,0,1,33,114,44,1,Purple,Purple.jpg,Purple,Purple.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,42,78,1,0,0,response1disk,0.666,3,-21,1,0,0,rectangle,3,-21,1,0,0,-3,-2,"[67,149,146,12,61,97,123,39,76,99]",3,-21,1,0,0,1,34,115,39,1,DarkBlue,DarkBlue.jpg,DarkBlue,DarkBlue.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-46,114,1,0,0,response7disk,1.324,11,-14,1,0,0,rectangle,11,-14,1,0,0,-3,2,"[67,149,146,12,61,97,123,39,76,99]",11,-14,1,0,0,1,35,116,10,1,Yellow,Yellow.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,001,2021-12-05_23h16.36.035,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,29.9940012,5e9e05878b2cf3198fe9dc1a,61ad71e11ddd29ccf7a27d5b,61ad7249130d4cd21c4e8f2f,,,,,-55,28,1,0,0,response7disk,1.126,-16,-10,1,0,0,rectangle,-16,-10,1,0,0,-3,-3,"[67,149,146,12,61,97,123,39,76,99]",-16,-10,1,0,0,1,36,117,25,1,DarkGreen,DarkGreen.jpg,Turquiose,Turquiose.jpg,,
